s1_entity_id	matched_entity_ids
S1-694520496	S2-361918442,S2-782172946,S2-852550777,S3-475706101,S3-62402434,S3-699970103
S1-69548894	
S1-696234540	S2-21328958,S2-363607058,S2-872887373,S2-902397612,S3-154996264,S3-174885753,S3-180854023,S3-18101426,S3-311876884,S3-394482383,S3-507622347,S3-509461016,S3-548199280,S3-584282268,S3-593107515,S3-613911057,S3-684729638,S3-848629825,S3-850361983,S3-86873814,S3-922126216,S3-972492694
S1-696247430	S2-850454712,S2-937123426,S3-298670683,S3-299320344
S1-69662765	S2-466582302,S3-156595040,S3-545312370
S1-697014409	S2-20403989,S2-554092879,S3-359728639,S3-512664228,S3-667549740
S1-700260546	S2-241475807,S2-771827138,S2-988793895,S3-23583705,S3-268102918,S3-320881049,S3-68400197,S3-867001705,S3-938266033
S1-70099497	S2-673922330,S2-810843547,S2-940953099,S3-250879616,S3-298576371
S1-701181709	S2-175051097,S3-527648241,S3-591710833
S1-701194641	S2-15892268,S2-180989255,S2-269816112,S2-642629970,S2-703614655,S3-144643384,S3-270328397,S3-822717092,S3-954172408,S3-992369689,S3-992576763
S1-701474916	S2-115192379,S2-883660277,S3-251282470
S1-701642694	S2-77077134,S3-869856427
S1-702013182	S2-126639707,S3-660366544
S1-703017850	S2-758566132,S3-195426267,S3-628292525
S1-703058200	S2-389259363,S2-508193693,S2-548417486,S2-827211986,S3-329670284,S3-329952111
S1-703285282	S2-3052088,S2-723114700,S2-729595398,S2-891932262,S3-143684109,S3-293979870,S3-791374150,S3-996077428
S1-703548818	S3-393907407,S3-645991342
S1-704228163	S2-870811885,S3-567558486
S1-704338524	S2-131733972,S3-5473369
S1-704340002	S3-553971689
S1-704343442	S2-220521057,S2-261598716,S2-61941204,S3-951464640
S1-70442231	S2-112160299,S2-145541095,S2-154956498,S2-178436879,S2-182282325,S2-206799628,S2-326460571,S2-336710848,S2-35554040,S2-393794248,S2-394390305,S2-395695486,S2-409768810,S2-423709852,S2-442290654,S2-454110857,S2-501988747,S2-512059400,S2-535152169,S2-554964127,S2-560640973,S2-573097389,S2-626711432,S2-6370899,S2-644542231,S2-650536091,S2-708583609,S2-757500657,S2-762552526,S2-773205318,S2-786707906,S2-807302533,S2-813048361,S2-825556124,S2-835692087,S2-845304696,S2-886955912,S3-171385915,S3-19425472,S3-204389193,S3-227944975,S3-25536132,S3-266064610,S3-277101269,S3-313721370,S3-319078750,S3-329609496,S3-34433876,S3-3681503,S3-378297517,S3-387118883,S3-484828089,S3-487750741,S3-52050245,S3-530209788,S3-534869484,S3-594491381,S3-618287981,S3-620127214,S3-648759812,S3-654162646,S3-835291159,S3-929245184,S3-938905221,S3-951187495
S1-704549631	S2-276228558,S2-392741552,S2-744993271,S3-312838421
S1-704840333	S2-247713684,S2-271691921,S2-874477721,S3-394828736,S3-674533752,S3-837615351,S3-890470819
S1-704981432	S2-670561752,S2-772233137,S2-957980126,S3-393003337,S3-708328710,S3-718427217,S3-859115241
S1-705044535	S2-21045627,S2-366633402,S2-386673698,S2-543965214,S2-583757647,S3-589814431
S1-706005709	S2-354444871,S2-502039286,S3-708401111
S1-707463288	S2-249846904,S2-269716551,S2-37456627,S2-380972656,S2-562008573,S2-586674046,S2-794211890,S2-906508563,S3-214697593,S3-895509964
S1-708050813	S2-499215643,S2-561325645,S3-125918877,S3-145115206,S3-182025866
S1-708050947	S2-253696177,S2-306888608,S2-846300116,S2-879167762,S3-305201122
S1-710503166	S2-207761755,S3-964897606
S1-71065496	S2-18021048,S2-299976104,S2-421748948,S2-958912327,S3-411518370,S3-477507914
S1-711467009	S2-107779067,S2-120329216,S2-120737281,S2-160136328,S2-160448098,S2-179926110,S2-188901356,S2-210145538,S2-213521244,S2-215327104,S2-218184085,S2-281662750,S2-287114287,S2-290350178,S2-316201794,S2-327600750,S2-357415601,S2-363425537,S2-38407765,S2-393385635,S2-412330898,S2-453371941,S2-471140172,S2-477207731,S2-478772045,S2-494816960,S2-496749855,S2-498374890,S2-513183324,S2-519376196,S2-542850777,S2-543840280,S2-573280019,S2-603032036,S2-65785418,S2-691451325,S2-708965069,S2-721115811,S2-755009280,S2-772185842,S2-779970789,S2-783560597,S2-810597929,S2-816289843,S2-830979278,S2-846744645,S2-862744602,S2-866963243,S2-90363392,S2-924549925,S2-930163835,S2-966941707,S3-116933727,S3-173205744,S3-248574829,S3-313752592,S3-317747568,S3-348558980,S3-357814988,S3-383282686,S3-439290766,S3-441035510,S3-443174492,S3-478950939,S3-542685586,S3-56143484,S3-603076948,S3-610315408,S3-631128182,S3-724774750,S3-870616764,S3-97524967
S1-711560110	S2-102715401,S2-251114511,S2-47391371,S2-650455750,S3-113720840,S3-173859775,S3-471864811,S3-596846608,S3-85772591,S3-872017310,S3-903799261,S3-941039527
S1-711802618	S2-20976463,S2-52868941,S3-127005603,S3-942511743
S1-712049302	S2-156789832,S2-479811653,S2-697525738,S2-853127356,S3-113795070,S3-419894485,S3-65142091,S3-817127527
S1-712205013	S2-112172365,S2-233160825,S2-298939924,S3-754178938
S1-712450634	S2-697476456,S3-180307798,S3-968116440
S1-712474053	S2-24143572,S2-420311369,S3-492258887
S1-713015499	S2-297904418
S1-713125517	S2-809880357,S3-568101871,S3-954419535
S1-713398366	S3-284926862
S1-714131888	S2-139427247,S2-343604538,S2-369129349,S2-440814763,S2-459004072,S2-490291393,S2-542824039,S2-623005735,S2-697109807,S2-704456439,S2-716488126,S2-741687031,S2-763630919,S2-860075539,S2-862554619,S2-931969599,S3-146442871,S3-228852807,S3-329125557,S3-378297517,S3-426574190,S3-431183124,S3-592128417,S3-652142899,S3-687267325,S3-851450196
S1-714146178	S2-131641546,S2-145965732,S2-182122788,S2-204682450,S2-215814288,S2-263312452,S2-279605052,S2-303822688,S2-343051226,S2-369588015,S2-373812151,S2-388644628,S2-395810184,S2-406995106,S2-420842425,S2-427307144,S2-435854364,S2-43824315,S2-457586459,S2-508600912,S2-512319081,S2-535280372,S2-537873935,S2-573280019,S2-590222088,S2-615968375,S2-621957046,S2-633750945,S2-649240822,S2-717079231,S2-725748984,S2-751975734,S2-765185639,S2-812699677,S2-910454358,S2-984008141,S3-121735376,S3-270087022,S3-294493552,S3-365457205,S3-424204660,S3-460576189,S3-462198300,S3-51126832,S3-528267893,S3-604628886,S3-609144702,S3-734297983,S3-7420621,S3-86541745,S3-94414577
S1-714284551	S2-198129163,S2-34580946,S2-898786058,S3-100303351,S3-130325222,S3-222818871,S3-549524777
S1-715146045	S2-155728529,S3-255008871,S3-913199286,S3-950302273,S3-980285876
S1-715673259	S2-942771983,S3-754034239,S3-951444895
S1-715928160	S2-72681939,S3-259959754
S1-716231102	S2-540780375,S3-899624426
S1-71656643	S2-305005427,S3-363237071,S3-97856520
S1-717109392	S2-150730892,S2-924152937,S2-941041021,S3-101587777,S3-308204609,S3-364289370,S3-499082615
S1-717252582	S2-565829913,S3-561924176
S1-717646377	S2-551015029,S2-606310128,S3-276630118,S3-564065500
S1-717998761	S2-443468158,S3-136280909,S3-454084400,S3-507847472,S3-753138933
S1-718260216	S2-72401113,S2-885895621,S3-296401993
S1-71889785	S2-684897521,S3-226428185,S3-338171057
S1-719360392	S2-135894576,S2-271274153,S2-397614607,S2-862571393,S2-897468272,S3-276097436,S3-530415929,S3-938517756
S1-720435441	S2-895915897,S3-201436227
S1-721795590	S2-784398029,S2-834175295,S3-135268849,S3-226853013
S1-721883039	S2-140465762,S2-434193508,S3-233453295
S1-721911045	S2-368874196,S2-490587824,S2-508234297,S2-550265164,S2-560822434,S2-906647282,S3-431039470,S3-800716851
S1-723860098	S2-24989455,S3-160090848
S1-724255271	S2-601638126,S3-594965622
S1-724528308	S2-470524293,S2-635832558,S2-664994074,S2-846560899,S2-97682471,S3-294246906,S3-669178398,S3-706689101,S3-725427889,S3-89454905,S3-99328860
S1-72461653	S2-271437786,S2-980004936,S3-697473885,S3-975336775
S1-724703736	S2-137451672,S2-282979079,S2-352348117,S2-697698376,S3-269691495,S3-271884864,S3-992872788
S1-724888248	S3-310575273,S3-877958468,S3-955639196
S1-726664732	S2-936263590,S3-15075803,S3-153667173,S3-518338119,S3-673898092,S3-962086298
S1-726926375	
S1-727343864	S2-342987468,S2-451475035,S2-548777415,S2-573590166,S2-629449858,S2-800605240,S3-295909287,S3-566662669,S3-715293849,S3-9126403
S1-727569394	S2-126063641
S1-727812404	S2-207164301,S2-257350118,S3-605743361
S1-728211585	S2-700841219,S3-131266558,S3-338683690,S3-668844862,S3-673336032,S3-713312211,S3-733258400,S3-927416065
S1-728437419	S3-756644304
S1-728814210	S2-259103799,S2-461550676,S2-613217325,S3-595930228,S3-644637972
S1-728887844	S2-150730892,S2-17485571,S2-455980860,S3-364289370,S3-499082615,S3-735956737
S1-72915914	S2-236178013,S3-805666409,S3-907373141
S1-729164458	S2-619382517,S2-949886625,S3-532795614
S1-72989746	S2-282962270,S2-449998918,S2-587386027,S3-149929402,S3-366505461,S3-390223587,S3-677896761,S3-982851778
S1-729927785	S2-197665254,S2-273957209,S2-549632683,S2-596285863,S2-810066744,S3-385985528
S1-73168475	S3-303693579,S3-397484856,S3-716729172
S1-732007031	S2-248494295,S2-340122148,S2-523022303,S2-585485877,S2-603038286,S2-917620380,S3-323434,S3-603268871,S3-626574252,S3-668245815
S1-732374765	S2-365231183,S2-368999833,S2-42152792,S2-432404245,S3-144254332,S3-737811033
S1-732374884	S2-505869110,S3-170570738,S3-417724643,S3-444439714,S3-543136658,S3-807925532,S3-912730847
S1-732851376	S2-142214206,S2-345280040,S3-718688312
S1-732990906	S2-262831546,S3-167641348
S1-733820262	S2-167829165,S2-290814231,S2-386071901,S2-488365220,S2-498788704,S2-576683252,S2-587046319,S2-665838125,S2-691451325,S2-730364243,S2-772588835,S2-81620062,S2-861457905,S2-946111504,S3-129674186,S3-139533433,S3-265978659,S3-314962640,S3-510002439,S3-520456720,S3-680011950,S3-83193259,S3-984006176
S1-735069461	S2-357324073,S2-376955318,S2-459014958,S2-466961285,S2-547529112,S2-571270017,S2-790096858,S3-24219626,S3-244625167,S3-569159980,S3-651675581,S3-749499191,S3-859663067
S1-735091928	S2-32934787,S2-369619060,S2-603523399,S2-761903301,S3-718014061,S3-808918913
S1-735641642	S2-113247935,S3-284120488
S1-735736835	S2-189249026,S2-252341485,S3-84219371
S1-735946893	S2-120421472,S2-126286524,S2-968712214,S3-271294444,S3-890001755
S1-73600975	S3-856934585
S1-737490024	S2-113324643,S2-219975029,S2-267702262,S2-28609388,S2-310998533,S3-222818871,S3-746655898,S3-781230879,S3-959945847
S1-738342524	S2-739945858,S2-887688265,S3-418065420,S3-572078133
S1-738440426	S2-960712535
S1-738609535	S2-500657414,S2-555931223
S1-738791062	S2-367732714,S2-405701722,S3-186515439,S3-330626646,S3-460308135,S3-494738346
S1-738975518	S2-100424378,S2-383621721,S3-668468599,S3-979133954
S1-739911032	S2-177205200,S2-549795470,S2-730051632,S2-78688949,S2-903078010,S3-198677983,S3-781533663
S1-740007378	S2-101980728,S2-218140291,S2-323057329,S2-895486094,S3-121692680,S3-140682960
S1-740112235	S3-321097342
S1-740773940	S2-202026068,S2-584015419,S2-876334878,S3-920946783
S1-741036482	S2-58549845,S2-598069607,S2-777405885,S3-405416124,S3-926773100
S1-741112568	S2-186353410,S2-192633966,S2-206626649,S2-327947184,S2-41916354,S2-457913449,S2-536473549,S2-833086178,S2-863652241,S2-91682376,S3-170871077,S3-490654409,S3-619333991,S3-628526863,S3-666249558,S3-831930534,S3-87386578
S1-741660028	S2-587863383,S2-700494532,S2-733132225,S2-892428705,S3-353749592,S3-760782537
S1-74168598	S2-36819283,S2-679673898,S3-795617545
S1-742003339	S2-140405108,S2-153534977,S2-263582749,S2-631368663,S2-65388405,S3-164253728,S3-193554989,S3-415935756,S3-488806946,S3-996177784
S1-74217025	S2-99798178,S3-993873714
S1-742741871	S2-349470169,S3-279862732,S3-681931182,S3-725250242,S3-895859596
S1-743693583	S2-408337421,S2-542473264,S2-557128329,S2-557897708,S2-901930901,S3-568778183,S3-930479116
S1-744362525	S2-115832382,S2-336973244,S2-393075449,S2-738167445,S2-907655637,S2-955854217,S3-122847958,S3-189391239,S3-420719810,S3-458209826,S3-627610714,S3-824457505,S3-987847921
S1-744575298	S2-137713123,S2-332175651,S2-818433792,S3-190349033,S3-550864202,S3-745933369,S3-766248883
S1-744650117	S2-113887387,S3-242659692,S3-381906725,S3-687897663
S1-744892675	S2-23698160,S2-251123467,S2-484710947,S2-692095668,S2-716058337,S3-149502578,S3-161939858,S3-869452849
S1-745020892	S2-798981551
S1-745868890	S3-103315913
S1-746684756	S2-498269193,S3-533555585
S1-746725114	S2-50255698,S2-693429579,S2-783916081,S2-870634405,S3-48664208,S3-865986787
S1-747596285	
S1-747798224	S2-313654583,S2-604677233,S3-700052771
S1-747899689	S2-120659597,S2-449587055,S2-727318364,S2-857075340,S3-538809834,S3-687502740,S3-73243012,S3-812921590
S1-748397266	S2-25116058,S2-34353768,S2-700120093,S3-399373521
S1-748657465	S3-762016062
S1-749267113	S2-107040987,S2-828908046,S2-885157503,S3-758759198
S1-750136146	S2-454737373,S2-936251078,S3-540809616,S3-926617941
S1-750269876	S2-124290406,S2-324356212,S3-107280949,S3-284392515
S1-750424540	S2-101132876,S2-805588595
S1-750673097	S2-393475214,S2-414781095,S2-459348905,S3-591424926
S1-751483620	S2-268578086,S2-412569754,S2-57353084,S2-671587547,S2-75779270,S2-907650628,S3-165878742,S3-173070520,S3-577583587,S3-601215049,S3-868435987
S1-751705675	S2-512731019,S2-520463399,S3-468886214
S1-752578032	S2-407498197,S3-449608339,S3-781608563
S1-753075733	S3-912067629
S1-754628853	S2-748630688,S3-382103352,S3-708785012
S1-754991656	S2-611289763,S2-913059408,S3-251616056,S3-284346377,S3-482317921,S3-631475571,S3-992971424
S1-75503084	S2-298892137,S2-321014688,S2-767120590,S2-82053830,S3-360129314,S3-448069652,S3-547069874,S3-741432708,S3-779036736
S1-755669927	S3-437117593,S3-442343640,S3-812544529
S1-756011678	S2-711140199,S3-457119955
S1-756217427	S2-606845871,S3-194391487,S3-289387847
S1-75651192	S3-252936505,S3-305156495
S1-756703571	S2-506397977,S3-536478908,S3-681782302
S1-756781455	S2-11435,S2-557609209,S2-770218565,S3-22185772,S3-331957104,S3-647390818,S3-884436473
S1-757125339	S2-575427971,S2-580216907,S2-987314050,S3-154412073,S3-666423463,S3-977763929
S1-757874399	S2-156376298,S2-181370770,S2-230879976,S2-402218926,S2-469886104,S2-537029346,S2-592712143,S2-741143949,S3-140680706,S3-651951906,S3-876633871
S1-758270346	S2-435991922,S2-631115531,S3-282889418
S1-758953655	S2-85619751,S2-951102068
S1-759219771	S2-751475343,S3-146998270,S3-177034741,S3-435699459,S3-875808976
S1-759233256	S2-281983214,S2-598860758,S2-995792778
S1-759430857	S2-155542145,S2-215814288,S2-315501923,S2-359118713,S2-373362310,S2-435854364,S2-471670140,S2-539953239,S2-556331691,S2-615968375,S2-874352240,S2-911435615,S2-919394886,S3-180445801,S3-18438208,S3-201944566,S3-415774159,S3-51126832,S3-609144702,S3-612204536,S3-776647388
S1-759712876	S2-283636177,S2-852863523,S3-386862033
S1-760193451	S2-242850992,S2-584332204,S2-645332900,S3-246474225,S3-496304111,S3-553579805,S3-83210552
S1-760595824	S3-379928760,S3-399300647
S1-760990171	S2-461294268,S2-690753925,S3-192619899,S3-873581933
S1-761328752	S2-255370424,S2-380936165,S2-474400054,S2-584335982,S2-703161210,S2-804418145,S2-847435430,S2-869738505,S2-943673401,S3-232153076,S3-417086846,S3-616594560,S3-949928855
S1-761754832	S2-142013133,S2-409742990,S2-629131331,S2-932803046,S3-456717912,S3-51420050,S3-688579818,S3-98455668
S1-761816720	S3-135977675,S3-393086222,S3-808545800
S1-762191865	S2-379357741,S2-788413048,S3-252537218,S3-332705980,S3-357768753
S1-762436071	S2-66300563,S3-585748389,S3-60142491,S3-850699631
S1-762499037	S2-375947377,S2-503186588,S2-917951683,S3-404406645,S3-635466538
S1-762548751	S3-377345455,S3-454031469
S1-762615784	S2-412270792,S3-413934365,S3-444550319,S3-696480705
S1-763179636	S2-678257277,S3-675727436
S1-763402416	S2-462074308
S1-763604731	S2-41100501,S2-869777630,S3-23351347,S3-984439150
S1-765054622	S2-430185258,S2-786939643,S3-822203579
S1-765214755	S2-142916975,S2-219728287,S2-690874270,S3-311919009,S3-713798621
S1-76539613	S2-125452661,S2-329447946,S2-484423217,S2-524980817,S2-623391992,S2-918206888,S3-93174943
S1-765888353	S2-166731595
S1-766056227	S2-303414609,S2-322187255,S2-417088539,S3-168429677
S1-766105338	S2-206168198,S2-278797477,S2-349924258,S2-719771787,S2-784398029,S2-82318657,S2-83368916,S3-133366241,S3-135268849,S3-226853013,S3-482767383,S3-519853478,S3-592967042,S3-667500390,S3-675711530,S3-821233494,S3-894449600
S1-766224167	S2-441566552,S3-237794060,S3-444527320,S3-835375489
S1-766390050	S2-399273241,S3-1383804,S3-160355311,S3-239664999
S1-766500746	S2-360424107,S2-690653173,S2-839864395,S2-864666119,S3-256277188
S1-766805219	S2-269569883,S2-282871878,S3-13823846
S1-767155135	S2-511684940,S3-135486690
S1-767180983	S2-365670248,S2-411750557,S2-45545105,S2-53042628,S2-872685703,S3-821197137
S1-767891269	S2-236173604,S2-431021916,S2-604660951,S3-139212406,S3-297684070,S3-423177932,S3-824709415
S1-768144139	S2-745685232,S2-752731048
S1-76821557	S2-566241970,S3-418599990,S3-447765217,S3-86850100,S3-914558888
S1-768525405	S2-161668676,S2-466870792,S2-779534961,S2-995389667,S3-560328906,S3-947014654
S1-76858840	S2-14030583,S2-343788072,S2-463441947,S2-634419912,S2-927681983,S3-581401802,S3-692600393,S3-889356943,S3-890735211
S1-769375439	S2-216077374,S3-373810285,S3-76117567
S1-769478709	S2-674396283,S2-985589369,S3-497629909,S3-539410803,S3-758242871
S1-770273967	S2-246022324,S2-259390999,S3-607148636,S3-816881088
S1-772150173	S2-464830617,S2-802218945,S2-849794469,S3-331159528,S3-447911163
S1-7723729	S2-429209035,S3-272765222
S1-77306158	S2-723890421,S3-803550231,S3-897485979
S1-77352718	S2-304171163,S2-423801889,S3-648305844,S3-851864121
S1-773603870	S2-180202892,S3-214628053
S1-774307256	S2-352272693,S3-200105168
S1-774520755	S2-68114565,S3-211492724,S3-465403874
S1-77541292	S2-361342825,S2-44999749,S2-991065573
S1-775589959	S2-608152734,S2-934315970,S3-346394972,S3-366367827,S3-477300229,S3-53503048
S1-775995809	S2-843587261
S1-776211742	S2-248902730,S2-347000105,S2-449806500,S2-454020346,S2-679634487,S3-425683486,S3-62636059
S1-776305842	S2-24795198,S2-707086368
S1-776552941	S2-292274125,S2-858767238,S2-941897802,S3-524516051,S3-63633065
S1-776749911	S2-4529490,S2-589448545,S3-582452542
S1-776957997	S2-1935955,S2-259358218,S2-363607058,S2-507404889,S2-60159153,S2-723012053,S2-837366381,S2-869251264,S3-104171493,S3-172243581,S3-190542246,S3-250383882,S3-251583647,S3-32282610,S3-38068725,S3-391883257,S3-392779752,S3-468173142,S3-477022966,S3-501877088,S3-502277534,S3-544171913,S3-548199280,S3-558463301,S3-584282268,S3-607108516,S3-613911057,S3-637784220,S3-673261527,S3-684729638,S3-690845078,S3-691066009,S3-725287019,S3-730741110,S3-773630190,S3-808036318,S3-817114846,S3-824327699,S3-829352063,S3-883007352,S3-925863158,S3-972492694,S3-985167223
S1-777719794	S2-217886269,S2-811957575,S3-119106590,S3-16096997,S3-4612339,S3-595541858
S1-777960778	S2-349665062,S2-851975322,S2-874423243,S3-226546419,S3-471336784,S3-654810655,S3-752471166,S3-817960498
S1-779824844	S2-240204566,S3-348429204,S3-373993034,S3-925091006
S1-779877069	S2-159071399,S2-193354228,S2-412759500,S2-418239031,S2-83037223,S2-960388401,S3-535896468,S3-857127758,S3-877684323,S3-896525529
S1-780334164	S2-452204740,S2-471605461,S2-562092741,S3-152573633,S3-886508040
S1-780497967	S2-589247521,S3-304676890,S3-540469386,S3-580360521
S1-780638458	S2-180028584,S2-276521368,S2-306510083,S2-856293663,S2-897152872,S3-263747068
S1-780751012	S2-315244954,S2-593110658,S2-725177817,S2-741628504,S2-922212839,S3-235707598
S1-781553041	S2-155170726,S2-27683266,S2-327600750,S2-641797986,S2-684288309,S3-619606636
S1-782247799	S2-58146362,S3-341476182
S1-782423926	S2-149495295,S2-170436277,S2-275050815,S2-829687853,S2-856959382,S2-90237016,S3-229630239,S3-566174159,S3-603477540
S1-783170579	S2-895539618,S2-924938785,S3-291903858,S3-958800566
S1-783237268	S2-344406897,S2-533622209,S2-681556017,S3-293846611
S1-783443974	S2-149495295,S2-33044192,S2-524980817,S2-629093358,S2-642810454,S2-829687853,S2-839565072,S2-856959382
S1-784539478	S3-561324568,S3-791716187,S3-827630144
